"SbjID","Condition","RunNo","TrialNo","TrialNo_modi","CondNo","Sender","Receiver","Context","Sender_Act","Computer_Pos","Arrow_Pos","Sender_Payoff","Sender_Payoff_Disp_Left","Sender_Payoff_Disp_Right","Sender_Kept","Sender_Bribe","Decision","Button","DT","Adv_Pos","Opt_Pos","Sender_Payoff_Final","Receiver_Payoff_Final","You_Payoff_Final","ITI","Zerotime","SessionStartTime","Info_Onset","Decision_Onset","Response_Onset","ITI_Onset","Warning_Onset","sender_inappro","sender_lie","you_conf","you_inappro","SbjID_fMRI","Age","Gender","Education","Major","Handedness","Scanning_date","Scanning_time","Gun_selected","Charity_selected","Task_selected","Run_selected","Trial_selected","Trial_self_selected","Trial_charity_selected","Task1_payoff_sbj","Task1_payoff_sender","Task1_payoff_receiver","Task2_payoff_sbj","Task2_payoff_charity","Task2_payoff_gun","Payoff_showup","Payoff_final","Mach_total","Mach_M","Mach_T","Mach_V","JSS_total","JSS_beneficiary","JSS_observer","JSS_perpetrator","JSS_victim","DonaPref_total"
1,"solo_lie",1,44,44,2,"S.Z.","D.W.","solo","lie","left","right",64,36,64,45,19,"invalid","noresp",8000,2,1,64,36,0,5000,1116,24169,541497,543001,-999,552011,551008,100,80,100,100,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"dyad_lie",1,45,45,4,"D.D.","F.Y.","dyad","lie","right","left",88,88,12,53,35,"accept","left",2139,1,1,53,12,35,4000,1116,24169,557026,558547,560686,561222,-999,90,80,100,80,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"solo_honesty",1,46,46,1,"J.B.","M.D.","solo","honesty","right","right",64,36,64,58,6,"reject","right",2451,2,1,0,36,0,7000,1116,24169,565234,566739,569190,569714,-999,0,50,0,0,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"solo_honesty",1,47,47,1,"X.J.","Z.F.","solo","honesty","right","right",88,12,88,53,35,"accept","left",4582,2,1,53,12,35,7000,1116,24169,576718,578223,582805,583338,-999,0,50,0,0,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"dyad_honesty",1,48,48,3,"Y.F.","Y.L.","dyad","honesty","left","left",80,80,20,24,56,"accept","left",2725,1,1,24,20,56,5000,1116,24169,590359,591864,594589,595123,-999,0,50,0,50,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"dyad_honesty",1,49,49,3,"Y.H.","B.O.","dyad","honesty","right","right",64,36,64,51,13,"accept","left",2978,2,1,51,36,13,7000,1116,24169,600138,601643,604621,605153,-999,0,50,0,50,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"dyad_lie",1,50,50,4,"N.H.","B.Q.","dyad","lie","left","right",88,12,88,62,26,"accept","left",6469,2,1,62,12,26,4000,1116,24169,612174,613679,620148,620683,-999,90,80,100,80,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"solo_honesty",1,51,51,1,"Y.Q.","L.D.","solo","honesty","right","right",80,20,80,40,40,"accept","left",3709,2,1,40,20,40,3000,1116,24169,624695,626199,629908,630445,-999,0,50,0,0,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"solo_honesty",1,52,52,1,"M.N.","W.F.","solo","honesty","left","left",72,72,28,58,14,"reject","right",3285,1,1,0,28,0,3500,1116,24169,633454,634959,638244,638770,-999,0,50,0,0,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"solo_lie",1,53,53,2,"D.R.","F.M.","solo","lie","right","left",56,56,44,50,6,"reject","right",3571,1,1,0,56,0,6000,1116,24169,642281,643785,647356,647881,-999,100,80,100,100,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"solo_honesty",1,54,54,1,"M.L.","T.C.","solo","honesty","right","right",72,28,72,43,29,"accept","left",4240,2,1,43,28,29,3500,1116,24169,653899,655403,659643,660168,-999,0,50,0,0,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"dyad_honesty",1,55,55,3,"J.G.","D.Z.","dyad","honesty","right","right",80,20,80,56,24,"accept","left",4021,2,1,56,20,24,6500,1116,24169,663678,665182,669203,669729,-999,0,50,0,50,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"dyad_honesty",1,56,56,3,"W.D.","J.D.","dyad","honesty","right","right",96,4,96,29,67,"accept","left",2386,2,1,29,4,67,3500,1116,24169,676249,677753,680139,680662,-999,0,50,0,50,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
1,"dyad_lie",1,57,57,4,"G.D.","A.F.","dyad","lie","right","left",64,64,36,38,26,"accept","left",5421,1,1,38,36,26,5000,1116,24169,684173,685677,691098,691628,-999,90,80,100,80,11001,23,"M","Master","Computer","R","30.10.2017","15:00-16:30","SCI","oceana","Task1","Run1",10,-999,-999,62,26,12,-999,-999,-999,80,142,58,8,27,23,135,28,27,48,32,2
